Place_Name,Date,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour_Traffic,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Heavy_Vehicles_Total,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Accident_Level,Noise_Level_dB,Air_Quality_Index,CO2_Emission_Index,Road_Width_m,Lane_Count,Pedestrian_Count,Parking_Occupancy_%,School_Zone,Hospital_Nearby,Market_Nearby,Bus_Stop_Nearby,CCTV_Available,Street_Light,Violation_Count,Rainfall_mm,Temperature_C,Holiday,Road_Work,Public_Event,Traffic_Police_Presence,Congestion_Level,Overall_Traffic_Index,Emergency_Response_Time_min,Fuel_Consumption_Index,Road_Condition_Index,Min_Speed_kmph,Max_Speed_kmph,Average_Waiting_Time_sec,Signal_Count,Signal_Status
Chennimalai,2023-12-17,Village Road,Weekend,Fog,2409,1524,2542,1323,2513,1362,217,362,332,599,773,15,108,1,Major,47,129,173,8,1,94,14,0,1,0,1,0,0,42,102,22,0,1,1,0,High,44,19,42,94,6,56,33,4,Poor
Alangiyam,2023-12-18,Village Road,Weekend,Cloudy,411,1908,619,1258,3045,1668,1916,669,174,311,353,52,41,4,Minor,91,126,198,27,1,904,58,0,0,1,0,1,0,48,31,22,1,0,1,1,Medium,46,32,106,59,16,54,377,9,Average
Alangiyam,2023-12-19,SH,Weekday,Hot,2983,964,2357,807,3801,1747,522,493,180,492,213,46,133,1,Major,74,145,82,29,4,1111,20,0,0,0,1,0,1,2,64,35,1,0,1,0,Low,96,31,72,62,26,44,48,9,Poor
Perundurai,2023-12-20,NH,Weekday,Cloudy,2573,2473,3530,1030,4879,880,673,644,187,546,590,59,267,2,,77,160,167,29,5,719,80,0,1,1,0,1,1,13,65,27,0,0,0,1,Low,58,41,69,93,6,99,392,4,Average
Kavindapadi,2023-12-21,City Road,Weekend,Fog,1041,3268,2193,921,4655,743,579,557,135,180,474,52,273,2,Major,45,243,59,26,1,316,48,1,0,0,1,1,0,14,109,24,0,1,1,0,Low,54,15,57,58,26,42,159,9,Average
Sivagiri,2023-12-22,NH,Weekend,Cloudy,1477,2840,2328,1110,3826,548,841,663,138,162,176,61,139,0,Major,63,129,159,18,1,111,53,0,1,1,1,0,0,28,100,22,0,0,1,0,High,86,27,69,80,15,55,274,9,Poor
Sivagiri,2023-12-23,City Road,Weekday,Fog,671,2031,1839,1306,3973,1462,1963,425,58,43,838,16,252,2,Major,97,77,146,14,3,855,52,0,0,1,0,1,0,13,80,36,0,1,0,0,Low,99,6,73,83,22,79,105,4,Poor
Bhavani Sagar,2023-12-24,Village Road,Weekend,Rainy,1436,2851,1581,261,1354,2098,1846,450,155,479,274,58,71,3,Major,72,289,52,9,3,674,27,1,0,1,0,0,0,41,70,23,0,1,1,0,Medium,52,21,136,62,27,58,309,5,Poor
Kodumudi,2023-12-25,City Road,Weekday,Fog,1768,1535,1550,1036,3292,1577,656,148,180,140,560,47,141,0,Major,95,150,186,28,4,490,56,0,1,1,1,1,1,3,57,22,0,1,0,1,Medium,80,30,46,82,10,53,257,5,Average
Poondurai,2023-12-26,Village Road,Weekend,Rainy,2644,2617,2858,1370,4376,1661,273,675,287,529,462,61,131,4,Minor,51,251,184,20,2,1022,68,0,0,0,0,0,1,9,75,36,0,1,1,1,High,86,5,110,64,6,96,254,1,Good
Alangiyam,2023-12-27,Village Road,Weekend,Hot,2535,3002,3235,1111,4662,1028,1549,127,380,33,210,50,106,0,,62,183,88,24,1,1170,49,0,0,1,0,1,0,8,44,34,0,1,1,0,Low,34,26,113,51,9,75,262,9,Good
Bhavani,2023-12-28,City Road,Weekend,Clear,1207,1206,3145,1180,1014,2254,245,210,95,557,461,20,89,1,Minor,68,162,43,12,3,276,27,0,0,0,1,0,1,46,114,29,0,0,1,1,Medium,89,21,143,41,29,56,342,5,Average
Kodumudi,2023-12-29,NH,Weekend,Rainy,1506,1437,3656,426,4157,1429,1869,187,80,350,229,66,46,1,Minor,66,123,120,12,3,1183,44,1,0,0,0,1,0,38,16,35,0,0,0,0,High,87,37,61,68,21,92,166,3,Good
Perundurai,2023-12-30,Village Road,Weekday,Clear,580,2663,3108,297,3301,665,1188,107,372,135,549,31,125,2,Major,46,250,174,11,5,839,50,0,0,0,0,0,0,30,118,40,1,1,0,0,Low,44,21,120,88,25,73,381,4,Average
Chennimalai,2023-12-31,NH,Weekend,Fog,1770,2896,3611,799,1958,1438,387,614,340,569,532,37,162,1,Minor,46,216,194,5,5,759,92,0,1,1,1,0,1,47,53,35,1,1,1,0,Low,84,32,93,41,16,51,325,7,Average
Modakurichi,2024-01-01,SH,Weekend,Hot,1275,2951,3388,834,3152,952,1288,509,23,585,571,54,297,0,Major,76,124,63,17,5,134,80,0,0,0,0,1,1,33,19,21,1,0,0,0,High,54,10,133,92,12,53,348,8,Average
Bhavani Sagar,2024-01-02,Village Road,Weekend,Fog,1736,3439,2631,1266,3511,296,1428,136,218,357,276,66,50,1,,80,284,139,10,2,280,79,0,1,1,0,0,0,36,99,26,1,1,0,0,Medium,34,18,48,83,8,53,335,4,Average
Solar,2024-01-03,City Road,Weekend,Fog,927,3160,1449,1469,4252,1586,1062,194,63,59,423,43,296,2,Major,77,293,129,16,1,991,98,0,1,1,1,0,0,38,34,29,0,0,0,0,High,52,23,103,75,17,73,21,2,Good
Sivagiri,2024-01-04,SH,Weekend,Cloudy,2508,1976,1218,926,3856,2142,521,512,381,247,86,34,116,2,Major,69,66,52,5,4,688,68,1,1,0,1,0,1,41,24,21,1,0,1,0,Medium,37,22,126,42,27,89,340,8,Good
Gobichettipalayam,2024-01-05,NH,Weekend,Fog,1371,1975,2700,1235,1185,1262,1130,308,127,479,823,52,98,0,,80,162,191,12,1,780,59,0,1,1,1,1,1,28,80,31,1,1,1,0,Low,46,21,82,45,28,93,192,4,Poor
Erode,2024-01-06,City Road,Weekend,Rainy,1545,2075,2635,1465,3417,678,207,630,33,538,331,49,110,4,Major,73,96,77,22,4,1142,71,1,1,1,0,1,0,49,60,24,1,0,1,0,Low,84,10,85,79,17,49,125,8,Good
Vellode,2024-01-07,NH,Weekday,Rainy,1747,2836,2849,804,4604,930,764,553,247,270,573,22,186,2,,45,220,46,24,3,215,39,0,0,1,1,1,1,40,93,38,0,0,1,1,High,51,20,64,46,23,61,27,3,Average
Nambiyur,2024-01-08,SH,Weekend,Rainy,1402,1279,2565,527,842,615,697,328,94,557,552,41,113,2,Major,61,228,153,29,3,763,87,0,1,0,1,0,1,3,91,20,1,0,1,1,Low,57,29,110,75,29,65,238,2,Poor
Kavindapadi,2024-01-09,Village Road,Weekend,Hot,2151,1626,2146,575,4035,435,1949,640,363,568,404,26,224,3,,77,292,86,21,2,1015,70,0,1,0,0,0,0,1,90,29,0,0,0,0,High,41,12,90,41,13,48,389,8,Average
Modakurichi,2024-01-10,NH,Weekend,Fog,2749,840,1149,1444,1824,1797,922,103,200,313,375,17,64,3,Minor,65,285,80,26,1,501,91,0,0,0,1,1,0,25,12,29,0,0,1,1,Low,97,5,135,99,25,86,158,8,Good
Erode,2024-01-11,City Road,Weekday,Cloudy,2700,2347,3207,972,4579,224,268,735,156,110,111,21,63,4,Minor,69,95,65,20,1,879,71,0,1,1,1,0,1,12,99,35,0,0,1,0,Low,95,23,104,58,25,79,220,2,Good
Anthiyur,2024-01-12,City Road,Weekday,Clear,1271,943,3248,348,3864,1386,907,308,109,525,225,41,130,4,Minor,93,235,124,14,3,1009,86,1,1,1,0,0,1,4,104,28,0,1,0,1,Medium,81,26,139,40,12,68,246,8,Good
Sathyamangalam,2024-01-13,NH,Weekday,Cloudy,807,2317,1020,1041,2953,1667,953,162,355,495,741,64,128,3,Major,73,58,110,5,3,112,98,0,1,1,0,0,0,10,48,40,0,1,1,1,High,59,13,101,42,15,85,108,4,Poor
Arachalur,2024-01-14,Village Road,Weekday,Fog,1523,2026,713,1064,1138,2347,1108,695,303,353,602,33,91,4,Minor,94,246,139,8,3,1001,59,0,1,1,1,0,0,43,107,38,0,0,1,0,High,42,17,86,45,10,49,20,2,Average
Gobichettipalayam,2024-01-15,Village Road,Weekday,Rainy,1682,1173,2250,388,2311,2138,1130,332,116,594,781,55,46,4,Major,63,193,135,24,4,541,88,1,1,1,1,0,1,1,101,30,0,1,1,1,Medium,69,42,120,72,28,99,23,7,Good
Nasiyanur,2024-01-16,City Road,Weekday,Hot,1398,3285,1540,1198,1765,828,1695,390,154,235,704,49,278,1,Major,95,179,131,11,3,632,52,1,0,0,1,1,0,46,110,21,1,0,0,0,Low,98,28,132,85,20,69,191,9,Average
Sivagiri,2024-01-17,NH,Weekday,Hot,2799,439,3554,962,2622,1652,720,212,271,417,319,35,187,2,,57,178,124,16,4,896,62,1,0,0,0,0,1,3,70,27,1,1,0,1,High,69,31,36,54,10,83,171,1,Poor
Chennimalai,2024-01-18,SH,Weekend,Hot,372,2072,1331,937,2188,1599,332,464,368,429,248,64,186,4,Major,97,56,50,10,3,286,39,1,1,0,1,0,1,16,71,31,0,1,1,1,Medium,63,16,122,67,14,83,36,4,Good
Sivagiri,2024-01-19,SH,Weekday,Clear,313,981,2848,477,2454,427,429,416,189,390,697,65,32,4,Minor,54,226,126,10,3,1162,71,1,0,1,0,1,1,41,17,22,0,1,1,1,High,54,28,127,78,24,90,227,1,Good
Gobichettipalayam,2024-01-20,NH,Weekday,Rainy,1838,445,3916,1374,1435,1509,1130,777,79,428,327,55,132,0,,49,191,44,22,3,1128,44,1,0,0,1,1,0,10,39,22,1,1,1,0,Low,97,9,133,51,23,59,68,2,Poor
Arachalur,2024-01-21,City Road,Weekday,Clear,987,2740,1545,1071,3081,1046,1494,710,390,189,521,27,160,3,Minor,96,248,45,23,5,955,20,1,1,0,0,0,0,39,56,27,0,1,1,1,High,76,27,131,87,21,83,351,6,Average
Chennimalai,2024-01-22,NH,Weekend,Cloudy,2252,3185,1828,1223,3742,1300,1546,303,302,412,896,56,265,2,,68,175,177,5,5,371,92,0,1,0,0,1,1,1,0,34,1,0,1,1,High,68,42,131,60,29,54,261,5,Average
Arachalur,2024-01-23,NH,Weekend,Hot,615,3187,2827,537,2950,2071,1489,401,353,286,486,45,27,3,,65,207,60,28,5,853,62,0,1,1,0,1,0,48,2,31,1,1,1,1,Medium,60,32,109,51,10,43,311,5,Poor
Punjai Puliyampatti,2024-01-24,NH,Weekday,Clear,1711,2624,3483,1226,2702,976,816,188,25,224,206,66,134,3,,47,278,112,17,2,554,93,0,1,1,1,1,1,18,56,27,1,1,1,1,Low,66,40,49,78,27,88,107,1,Poor
Bhavani,2024-01-25,Village Road,Weekend,Rainy,626,1653,1256,969,4822,1399,1351,709,312,589,579,27,244,0,,76,170,49,29,2,967,71,0,0,0,1,0,0,44,28,40,1,1,0,1,Medium,39,15,80,91,16,92,21,9,Good
Solar,2024-01-26,SH,Weekend,Cloudy,2906,2869,1138,419,1398,872,1493,393,255,59,538,68,117,4,Minor,88,269,174,7,5,1001,93,1,1,1,1,1,0,34,111,36,1,1,1,1,High,53,42,81,56,14,67,150,2,Average
Vellode,2024-01-27,City Road,Weekend,Rainy,1931,3190,2998,617,3078,1975,1222,371,356,485,577,16,154,4,Minor,45,75,180,21,1,66,83,1,0,0,1,1,0,42,98,33,1,0,1,0,High,66,26,115,64,20,84,24,6,Good
Vellode,2024-01-28,Village Road,Weekend,Hot,1948,1291,967,1372,4958,1662,1517,616,196,87,159,26,185,2,Minor,57,67,66,11,3,871,66,0,0,0,1,1,0,24,99,36,0,1,1,0,Low,63,10,51,60,7,77,67,2,Average
Poondurai,2024-01-29,Village Road,Weekday,Rainy,2785,1195,1219,1277,2162,1012,1712,248,118,417,181,19,258,4,Minor,52,221,73,24,2,781,20,1,1,1,0,1,1,17,101,22,1,1,0,1,High,43,8,82,55,27,81,63,6,Good
Arachalur,2024-01-30,Village Road,Weekend,Fog,1426,1824,3510,1319,4733,1001,905,113,249,403,568,25,154,3,Minor,99,296,70,15,5,1113,33,0,0,0,1,0,0,40,43,37,0,0,0,1,High,74,41,134,93,28,62,321,4,Poor
Nasiyanur,2024-01-31,Village Road,Weekday,Cloudy,1429,1927,2696,839,1047,1453,617,147,205,507,791,27,218,3,Major,87,148,177,17,5,591,65,0,0,0,1,0,0,1,78,21,1,1,1,1,Medium,53,19,94,88,24,74,113,6,Poor
Alangiyam,2024-02-01,SH,Weekday,Rainy,1846,881,1747,936,3063,601,698,96,120,298,325,43,25,4,,69,53,170,23,3,658,50,1,1,0,0,1,0,42,105,35,1,0,0,0,High,57,33,114,43,28,80,87,4,Good
Kodumudi,2024-02-02,Village Road,Weekend,Clear,659,1363,2571,516,4764,422,1422,137,65,120,222,57,217,3,,66,177,185,28,1,518,60,1,1,1,1,1,0,43,88,34,1,0,1,1,Low,33,26,124,79,16,71,137,3,Poor
Kavindapadi,2024-02-03,NH,Weekday,Hot,1317,2908,826,539,3817,750,869,322,183,445,170,48,251,0,,62,104,95,20,3,875,53,1,1,0,0,0,0,18,77,35,0,0,0,1,High,41,8,137,92,28,53,133,2,Average
Perundurai,2024-02-04,NH,Weekday,Clear,1623,2047,3899,1489,3749,1317,575,535,171,85,492,56,205,1,Major,64,100,195,14,2,495,81,1,0,0,1,1,1,25,12,34,0,0,0,1,High,62,35,43,55,10,68,27,1,Good
Kavindapadi,2024-02-05,NH,Weekend,Hot,478,532,3949,1149,4785,1782,714,565,180,255,571,25,243,4,,50,207,86,9,2,788,76,0,1,1,0,1,1,45,13,39,1,0,1,1,Low,83,22,101,65,7,69,395,2,Average
Ammapet,2024-02-06,Village Road,Weekday,Cloudy,2091,1144,1793,1372,1830,2036,1522,749,129,468,883,53,245,3,Minor,80,209,161,20,4,132,23,1,1,1,1,0,1,32,72,24,0,0,1,0,High,62,12,78,78,13,80,354,7,Good
Perundurai,2024-02-07,Village Road,Weekend,Fog,1010,1288,3555,835,2518,1887,1594,373,102,228,637,52,203,2,,62,70,82,13,5,1030,75,0,1,1,1,1,1,32,41,40,0,1,1,0,Low,46,25,87,50,9,56,281,4,Good
Vellode,2024-02-08,Village Road,Weekday,Rainy,957,2760,3140,676,3904,1335,645,709,292,368,435,59,290,2,Minor,91,141,89,12,2,112,80,0,1,0,0,0,0,46,77,32,0,1,1,0,High,39,10,124,41,29,67,52,3,Average
Bhavani,2024-02-09,City Road,Weekday,Hot,2613,1180,1750,591,3032,320,587,365,230,289,107,20,102,2,Major,97,163,177,9,5,1034,57,1,1,1,0,0,1,28,6,41,1,1,1,0,Medium,70,11,53,87,20,58,270,4,Average
Ammapet,2024-02-10,Village Road,Weekday,Clear,1605,536,1194,534,2822,2248,1468,722,121,469,748,32,281,4,,48,107,154,18,1,54,21,1,0,0,0,0,1,3,27,40,1,0,1,1,High,59,12,123,68,8,76,120,3,Poor
Arachalur,2024-02-11,NH,Weekday,Rainy,510,919,2440,709,1167,1189,1766,141,298,40,251,22,242,2,Major,74,231,95,26,2,1116,41,0,0,0,1,0,0,17,42,41,0,1,0,0,Low,49,25,149,43,5,54,263,2,Good
Kavindapadi,2024-02-12,City Road,Weekend,Rainy,2999,2965,929,814,4758,1240,862,322,199,123,84,15,244,2,,47,138,127,5,2,600,76,1,0,0,1,1,1,14,63,31,1,1,1,1,Low,65,18,107,66,29,85,144,8,Good
Sathyamangalam,2024-02-13,City Road,Weekend,Fog,1812,2233,606,1246,4375,1924,1396,248,334,522,368,54,93,0,Major,66,126,184,14,5,362,79,1,1,0,1,1,1,6,106,38,1,1,0,1,Medium,83,10,49,47,17,77,103,9,Good
Kodumudi,2024-02-14,SH,Weekend,Clear,2728,3464,3221,276,2497,1996,1084,694,281,113,80,28,75,1,Major,53,175,75,26,4,283,91,1,0,1,0,1,1,43,52,23,1,0,1,1,Medium,77,15,118,75,27,83,295,4,Poor
Gobichettipalayam,2024-02-15,SH,Weekday,Rainy,2486,1941,2603,623,4452,1251,856,460,355,232,376,27,259,1,Major,55,173,140,26,4,611,40,0,1,0,1,0,0,32,66,31,0,0,0,1,High,64,43,61,48,17,54,260,5,Good
Vellode,2024-02-16,NH,Weekend,Clear,822,2168,1395,405,4753,974,1277,248,288,315,118,20,107,3,,81,66,183,7,2,456,64,0,0,1,0,1,1,1,90,22,0,0,0,0,High,40,17,105,87,12,53,371,4,Poor
Solar,2024-02-17,SH,Weekday,Fog,1873,2232,2735,1396,3614,741,838,602,217,505,303,63,106,2,Major,85,120,73,21,3,383,85,1,0,0,1,0,1,12,70,28,1,0,0,1,Low,96,19,131,92,10,97,234,1,Good
Bhavani,2024-02-18,SH,Weekend,Clear,2912,2933,3188,410,2586,2495,759,744,121,279,253,17,290,1,Minor,73,79,78,26,3,283,33,0,0,1,0,0,1,16,33,29,1,1,0,1,Medium,36,35,61,49,10,93,96,8,Poor
Poondurai,2024-02-19,Village Road,Weekday,Hot,813,1500,2361,1089,3143,729,1800,539,125,209,170,69,149,4,Major,69,94,131,14,4,685,15,1,0,1,0,0,1,6,71,35,1,0,1,1,High,70,9,139,93,15,66,193,4,Poor
Bhavani Sagar,2024-02-20,SH,Weekday,Cloudy,1220,2782,3327,225,994,1073,1463,211,264,412,884,26,198,3,Major,90,150,81,6,1,1091,93,1,1,0,1,1,0,35,10,41,1,0,0,0,High,71,10,60,77,17,71,173,6,Average
Anthiyur,2024-02-21,Village Road,Weekday,Hot,2476,1669,1927,1279,2078,2477,569,175,203,254,179,69,64,2,Major,90,250,99,6,5,328,65,1,0,1,1,0,1,43,91,39,0,0,0,1,Medium,43,44,67,98,17,49,334,3,Poor
Vellode,2024-02-22,Village Road,Weekend,Hot,1604,3063,2631,1302,1690,1075,1794,231,398,467,404,46,101,3,Major,47,112,184,8,2,633,73,1,1,1,1,1,0,44,106,40,0,0,1,1,High,70,33,50,55,14,40,162,9,Average
Poondurai,2024-02-23,NH,Weekend,Hot,841,1045,3291,250,2084,1428,1587,155,255,60,115,56,205,2,,77,164,73,8,3,153,26,0,0,0,0,0,1,3,78,26,1,0,0,0,High,73,43,63,69,13,54,118,9,Average
Solar,2024-02-24,NH,Weekday,Rainy,1545,3454,1239,1488,3597,642,566,245,148,392,156,60,203,3,,89,221,44,9,5,236,59,1,0,0,0,0,1,43,4,39,0,0,0,0,Low,99,41,45,80,11,64,397,9,Poor
Anthiyur,2024-02-25,NH,Weekday,Hot,652,1170,1428,676,3327,1195,170,536,286,248,743,35,262,1,,59,282,51,25,4,766,15,0,1,0,0,1,1,19,60,21,0,1,1,0,High,41,27,143,50,8,74,162,4,Good
Bhavani Sagar,2024-02-26,Village Road,Weekday,Cloudy,2984,1221,3938,869,4057,683,1324,388,259,254,779,46,261,4,,98,191,151,5,5,580,57,0,0,0,1,0,1,5,9,41,1,0,0,0,High,33,9,143,93,6,53,371,4,Average
Gobichettipalayam,2024-02-27,SH,Weekend,Cloudy,2568,2008,945,1221,2346,1799,541,775,44,232,612,26,191,4,Minor,47,257,180,18,2,67,76,1,0,1,1,0,1,10,16,23,1,1,0,1,Medium,81,25,65,85,5,91,174,7,Poor
Kodumudi,2024-02-28,City Road,Weekend,Clear,2852,1258,2755,586,3040,2494,1683,152,59,230,478,46,282,3,,70,136,99,25,5,886,17,0,1,0,1,0,0,13,30,41,1,1,0,1,High,31,24,48,80,12,40,77,6,Good
Erode,2024-02-29,Village Road,Weekend,Hot,738,2648,2922,1135,1229,2411,1224,193,22,486,492,24,224,1,,77,296,114,16,4,129,56,1,0,0,0,0,0,2,5,30,1,1,0,0,Low,62,44,112,53,26,46,243,5,Good
Bhavani,2024-03-01,NH,Weekday,Rainy,1013,2132,1551,1276,3769,1222,160,797,158,144,97,19,30,2,Major,73,79,157,13,2,1162,76,1,1,0,0,0,0,22,5,41,1,1,0,1,High,54,6,61,71,8,50,317,8,Poor
Poondurai,2024-03-02,NH,Weekend,Cloudy,839,3120,3269,1303,2350,2305,1112,201,46,417,887,66,293,4,Minor,65,177,174,10,5,544,44,0,0,0,0,1,1,34,119,22,0,1,0,0,Low,99,39,54,73,12,67,283,6,Good
Alangiyam,2024-03-03,City Road,Weekend,Clear,1789,501,883,1400,3444,1883,816,505,20,471,334,61,249,1,Major,64,245,144,8,4,309,36,0,1,1,1,1,0,20,62,37,0,0,1,0,Medium,64,6,80,53,9,47,322,1,Poor
Bhavani Sagar,2024-03-04,City Road,Weekday,Hot,969,2866,2648,279,3129,632,151,644,165,167,549,63,268,1,,95,181,163,25,5,515,94,0,1,1,1,0,0,42,114,35,1,1,1,0,Medium,35,23,61,99,19,95,196,9,Good
Vellode,2024-03-05,Village Road,Weekday,Fog,755,2104,3465,1239,944,2208,1564,386,170,226,547,15,216,3,Minor,69,141,168,26,2,776,43,0,0,1,0,0,1,6,36,27,0,0,0,0,Low,83,26,72,47,17,54,86,7,Poor
Solar,2024-03-06,NH,Weekend,Rainy,2019,2373,2000,601,3398,221,1023,651,217,328,613,45,170,1,Minor,94,179,117,23,5,1100,88,1,0,0,0,0,0,10,28,21,0,1,1,1,Medium,77,26,111,95,9,60,210,4,Poor
Alangiyam,2024-03-07,SH,Weekday,Hot,2913,910,1294,486,850,2110,826,219,98,57,357,34,269,3,,76,201,43,26,5,80,82,0,1,0,0,0,0,47,76,28,1,0,1,0,Low,46,26,63,89,22,93,282,8,Poor
Nasiyanur,2024-03-08,SH,Weekend,Fog,2241,2680,2684,673,4215,2220,1206,746,327,346,403,39,48,2,,65,95,158,8,2,476,50,1,1,1,0,1,1,33,110,34,0,1,0,1,High,33,14,73,49,9,86,139,9,Poor
Vellode,2024-03-09,NH,Weekend,Rainy,2790,532,887,473,4793,384,1885,166,179,160,763,59,154,4,,74,166,97,22,2,316,35,1,0,0,1,1,0,36,27,29,1,0,1,1,Low,36,17,137,85,28,73,215,8,Average
Erode,2024-03-10,Village Road,Weekday,Fog,1262,3031,2605,450,4981,1174,354,70,198,266,346,34,161,0,Major,64,86,185,11,2,1014,43,0,0,1,0,0,1,39,107,24,1,1,0,1,High,57,41,47,78,16,54,261,4,Good
Vellode,2024-03-11,Village Road,Weekend,Hot,758,1755,3758,356,989,1359,476,415,245,390,478,42,55,0,,98,146,189,17,5,535,36,1,0,0,1,1,0,30,45,40,0,1,0,0,High,49,40,127,99,17,52,184,5,Poor
Modakurichi,2024-03-12,SH,Weekday,Clear,2354,1649,3235,708,2066,2489,488,622,272,387,420,52,151,1,Minor,51,208,129,15,2,939,81,1,1,0,1,0,0,15,47,28,0,1,0,0,Medium,32,27,128,98,17,94,327,5,Good
Modakurichi,2024-03-13,Village Road,Weekday,Hot,2274,3447,1514,1317,3063,240,771,421,297,389,783,65,181,1,Major,49,66,53,26,3,381,46,0,0,1,0,0,1,2,12,31,1,1,0,1,High,34,43,107,47,15,81,328,6,Average
Poondurai,2024-03-14,NH,Weekday,Fog,2565,3214,1004,772,1538,2091,846,687,269,473,766,47,149,4,Major,51,254,182,19,3,524,95,1,1,1,1,0,1,32,68,26,1,1,1,0,Low,37,41,75,62,9,96,197,9,Good
Ammapet,2024-03-15,SH,Weekday,Fog,1175,3438,1609,1099,2839,972,1731,70,319,48,517,64,262,2,,49,56,84,8,3,146,30,0,1,1,1,1,1,11,46,27,1,0,0,0,High,83,16,51,63,19,78,168,2,Poor
Modakurichi,2024-03-16,SH,Weekday,Rainy,2466,2030,3367,1365,3321,2406,303,705,324,42,668,68,135,4,Major,94,290,164,23,2,959,94,1,1,1,1,0,0,42,25,41,0,0,0,1,High,34,42,91,62,26,93,224,6,Average
Modakurichi,2024-03-17,Village Road,Weekend,Clear,2753,1226,748,497,3609,2021,1744,402,150,343,440,61,136,2,,78,251,120,15,2,964,41,0,0,1,1,1,0,45,19,35,0,0,0,0,High,74,16,39,94,12,54,380,7,Good
Bhavani Sagar,2024-03-18,Village Road,Weekday,Fog,2817,2442,2369,288,1997,1981,1054,795,137,52,412,22,249,3,Minor,82,191,124,7,5,1026,79,0,0,0,1,1,0,41,5,31,0,0,1,1,Low,71,43,40,42,17,92,134,7,Poor
Perundurai,2024-03-19,SH,Weekend,Cloudy,1656,1397,1590,480,4897,1852,1962,263,142,386,541,38,95,1,Minor,71,97,179,24,5,264,22,0,0,0,1,0,1,7,86,33,1,0,0,0,Medium,98,13,115,79,21,40,395,7,Good
Bhavani,2024-03-20,City Road,Weekend,Hot,728,924,1138,610,2772,1660,1726,385,51,301,848,31,237,2,,92,88,171,25,1,561,22,0,0,1,1,1,0,11,89,36,1,0,0,1,High,41,22,49,49,15,86,142,4,Good
Solar,2024-03-21,SH,Weekday,Hot,2847,806,3643,1077,4679,1980,573,74,152,265,765,52,162,1,Major,58,194,118,15,2,88,59,1,1,0,1,0,1,1,114,27,0,1,1,0,Medium,53,7,118,62,21,82,223,7,Average
Thalavadi,2024-03-22,NH,Weekend,Cloudy,2819,2273,1874,1455,2182,2436,1656,679,112,513,262,58,156,4,Minor,47,177,153,18,5,456,53,1,1,0,1,0,0,7,61,22,0,1,0,1,Low,36,43,69,85,12,42,38,2,Poor
Thalavadi,2024-03-23,Village Road,Weekend,Rainy,2240,715,1933,1118,3885,2114,1353,784,206,115,392,19,112,1,Major,92,126,123,29,2,1087,75,0,1,0,0,0,0,20,86,22,1,0,0,0,High,52,40,34,71,23,78,103,1,Good
Modakurichi,2024-03-24,SH,Weekday,Fog,1838,1539,1308,683,4797,1269,979,131,220,134,353,44,152,0,,58,132,89,17,5,856,66,0,1,1,1,1,0,20,103,22,1,1,1,0,Low,96,8,130,63,5,68,198,5,Average
Kodumudi,2024-03-25,NH,Weekday,Rainy,2958,1799,1379,846,4816,1858,418,200,234,414,750,20,188,3,Major,50,255,61,29,1,51,53,1,0,0,0,1,1,38,117,39,0,1,0,1,High,74,20,136,86,12,42,345,2,Average
Anthiyur,2024-03-26,SH,Weekend,Cloudy,305,2042,2309,1117,3543,1286,1519,234,74,160,524,33,225,1,Minor,59,183,66,17,3,520,63,1,1,0,1,1,1,4,17,23,0,1,1,0,Low,98,24,125,69,8,51,325,7,Poor
Sivagiri,2024-03-27,NH,Weekend,Hot,719,2895,1354,1339,1993,1245,493,596,235,153,758,48,99,2,,54,294,155,21,2,174,53,1,1,0,1,1,1,44,94,30,0,0,1,0,Medium,63,7,99,59,11,60,303,7,Good
Chennimalai,2024-03-28,NH,Weekend,Cloudy,1174,2425,3331,876,2875,1307,931,234,243,140,575,36,277,1,,66,190,144,17,1,382,36,0,0,0,1,1,0,4,79,32,0,0,1,1,Medium,68,44,84,44,8,82,138,2,Poor
Alangiyam,2024-03-29,City Road,Weekday,Cloudy,1171,1537,604,685,1553,1838,1458,271,181,499,791,44,75,2,Major,66,148,70,23,2,396,32,1,1,1,0,1,0,34,35,26,0,1,1,0,Low,53,5,89,73,12,82,257,5,Average
Kodumudi,2024-03-30,SH,Weekend,Clear,2584,2531,2416,1031,2765,2497,790,744,102,119,267,45,238,4,Major,79,99,74,7,1,179,80,1,1,1,1,1,0,43,40,25,1,1,1,0,Low,34,8,122,43,26,69,96,7,Good
Kodumudi,2024-03-31,SH,Weekday,Cloudy,1079,1527,2074,1412,4932,249,941,400,182,32,508,58,240,0,Major,91,119,199,15,1,347,94,0,0,1,0,1,1,26,117,39,1,0,0,0,Low,65,5,115,92,8,66,231,4,Average
Ammapet,2024-04-01,Village Road,Weekday,Rainy,2225,2017,1432,334,2893,1242,308,706,382,149,737,17,19,2,Minor,48,138,199,14,3,868,39,1,0,1,0,0,0,40,34,25,0,1,1,1,Low,80,35,123,48,29,91,81,9,Poor
Chennimalai,2024-04-02,City Road,Weekday,Clear,2369,2659,853,395,1456,423,713,322,350,177,247,50,186,3,Major,65,260,198,6,2,591,65,0,0,0,0,0,0,14,34,25,0,1,0,1,Medium,95,15,35,78,9,94,76,7,Poor
